숙소명,시군구명,숙소설명
인터컨티넨탈 알펜시아평창리조트,평창군,"평창에 위치한 인터컨티넨탈 평창 리조트 알펜시아, IHG 호텔의 경우 차로 1분 거리에 알펜시아 스키 리조트, 6분 거리에 용평리조트 등이 있습니다. 이 4.5성급 호텔에서 오대산 국립공원까지는 11.3km 떨어져 있으며, 18.9km 거리에는 월정사도 있습니다.

골프 코스에서 스윙을 연습하고 워터파크(요금 별도) 및 사우나 등의 다른 레크리에이션 시설에서도 즐거운 시간을 보내실 수 있습니다. 이 호텔에는 이 밖에도 무료 무선 인터넷, 콘시어지 서비스 및 스키 보관 시설도 마련되어 있습니다. 무료 스키 셔틀을 타면 스키장으로 단숨에 가실 수 있습니다.

호텔의 레스토랑에서 맛있는 식사를 즐겨보세요. 또는 편하게 24시간 룸서비스를 이용하실 수도 있습니다. 바/라운지에서는 음료를 마시며 하루를 여유롭게 마무리하실 수 있어요. 아침 식사(뷔페)를 매일 07:00 ~ 10:30에 유료로 이용하실 수 있습니다.

대표적인 편의 시설과 서비스로는 비즈니스 센터, 드라이클리닝/세탁 서비스, 24시간 운영되는 프런트 데스크 등이 있습니다. 이 호텔에는 행사를 위한 2개의 회의실이 마련되어 있습니다. 별도 요금으로 왕복 공항 셔틀을 이용하실 수 있고 무료 셀프 주차도 시설 내에서 이용 가능합니다.

에어컨이 설치된 238개의 객실에는 냉장고 및 미니바도 갖추어져 있어 편하게 머무실 수 있습니다. 무료 유선 및 무선 인터넷이 지원되며 케이블 프로그램도 시청하실 수 있습니다. 전용 욕실에는 전신 욕조 및 헤어드라이어도 마련되어 있습니다. 편의 시설/서비스로는 금고 및 책상 등이 있으며 객실 정돈 서비스는 매일 제공됩니다"
홀리데이인리조트,평창군," 평창에 위치한 홀리데이 인 알펜시아 평창 스위트는 용평 스키리조트에서 가까운 거리에 있습니다. 국내 유일의 양 목장인 대관령 양떼목장이 차로 20분 거리에 있으며, 오대산 월정사까지 차로 30분이면 도착합니다. 자연 속에서 휴식과 비즈니스를 동시에 즐길 수 있는 이 호텔에는 초고속 인터넷과 각종 시스템이 갖춰진 비즈니스 센터와 아름다운 대관령의 경관을 바라다보이는 회의실이 마련되어 있습니다. 호텔 1층에는 외국인 전용 카지노인 평창알펜시아 카지노도 자리해 있습니다. 필요할 경우 리셉션에 세탁 및 공항 셔틀 서비스를 신청할 수 있으며, 주차장도 이용 가능합니다. 총 212개의 객실은 빌리지뷰, 슬로프 뷰, 키즈 스위트, 스파 스위트, 테라스 스위트 등으로 다양하게 구성되어 있습니다. 각 객실에는 에어컨과 평면 케이블 TV가 구비되어 있으며, 일부 객실에는 한국식 바닥난방인 온돌이 갖춰져 있습니다. 1층에는 한식을 즐길 수 있는 다이닝 공간인 ‘몽블랑 레스토랑’과 가벼운 스낵과 음료를 맛볼 수 있는 ‘에델바이스 라운지’가 자리해 있습니다."
서림관광호텔,평창군,"Seorim Hotel의 위치는 시티투어를 하기 편리한 관광명소에 있습니다. Seorim Hotel 객실은 여행객과 비즈니스 출장객 모두에게 평창군에서 편안하게 지낼 수 있는 공간입니다.
호텔은 평창역에서 약 24km 정도 거리에 있고, 양양국제공항에서는 약 42km 정도 떨어져있습니다. 대관령스키박물관, 용평워터파크, 오션700 등 인기 관광지들이 근처에있어, 편리하고 다양하게 알찬 여행을 즐기실 수 있습니다.
바쁜 일정 후에는 호텔에서 휴식을 취하거나, 주변 명소들을 둘러보실 수 있습니다. 호텔의 주차 공간을 이용할 수 있습니다."
고려궁 전통한옥호텔,평창군,"평창에 위치한 평창 고려궁 한옥호텔에 머무실 경우 차로 5분 정도 이동하면 용평리조트 및 용평 워터파크에 가실 수 있습니다. 이 게스트하우스에서 알펜시아 스키 리조트까지는 6.3km 떨어져 있으며, 18.4km 거리에는 오대산 국립공원도 있습니다.
무료 무선 인터넷 및 투어/티켓 안내 등의 편의 시설/서비스를 이용하실 수 있습니다.
게스트하우스에 있는 커피숍/카페에서는 간단하고 맛있는 음식을 즐기실 수 있습니다. 아침 식사는 유료입니다.
시설 내에서 무료 셀프 주차 이용이 가능합니다.
에어컨이 설치된 6개의 객실에서 편하게 머무실 수 있습니다. 무료 무선 인터넷 이용이 가능합니다. 욕실에는 분사식 욕조도 마련되어 있습니다."
㈜현대엘리엇호텔 앤드리조트,평창군,"평창에서 스키 리프트 부근에 위치한 현대엘리엇 호텔&리조트에 머무실 경우 차로 10분 정도 이동하면 알펜시아 스키 리조트 및 용평리조트에 가실 수 있습니다. 이 호텔에서 알펜시아 스키점프 경기장까지는 4.4km 떨어져 있으며, 4.5km 거리에는 오션 700도 있습니다.
피트니스 센터 같은 레크리에이션 시설을 이용하거나 정원에서 전망을 즐기실 수 있습니다. 이 호텔에는 스키 보관 시설, 피크닉 공간 및 연회장도 편의 시설/서비스로 마련되어 있습니다.
대표적인 편의 시설과 서비스로는 비즈니스 센터, 24시간 운영되는 프런트 데스크, 엘리베이터 등이 있습니다. 시설 내에서 무료 셀프 주차 이용이 가능합니다.
에어컨이 설치된 99개의 객실에는 LCD TV도 갖추어져 있어 편하게 머무실 수 있습니다. 무료 무선 인터넷을 이용하실 수 있으며 케이블 채널 프로그램도 구비되어 있어 지루하지 않게 시간을 보내실 수 있습니다. 욕실에는 샤워, 무료 세면용품, 헤어드라이어 등이 마련되어 있습니다. 편의 시설/서비스로는 전기 주전자 및 무료 생수 등이 있으며 객실 정돈 서비스는 매일 제공됩니다."
한화호텔&리조트 평창한화콘도,평창군,"평창에 위치한 한화리조트 평창에 머무실 경우 5분 정도 걸으면 휘닉스파크 스키 리조트 및 휘닉스 파크 - 블루 캐니언 워터파크에 가실 수 있습니다. 이 호텔에서 알펜시아 스키 리조트까지는 46.9km 떨어져 있으며, 23.1km 거리에는 웰리힐리파크 스노우파크도 있습니다.
무료 무선 인터넷, 아케이드/게임룸, 연회장 등의 편의 시설/서비스를 이용하실 수 있습니다.
이 호텔에는 5 개의 레스토랑이 있습니다. 이중 한 곳에서 만족스러운 식사를 즐겨보세요. 아침 식사(뷔페)를 매일 07:00 ~ 10:00에 유료로 이용하실 수 있습니다.
대표적인 편의 시설과 서비스로는 비즈니스 센터, 24시간 운영되는 프런트 데스크, 짐 보관 등이 있습니다. 이 호텔에는 행사를 위한 10개의 회의실이 마련되어 있습니다. 시설 내에서 무료 셀프 주차 이용이 가능합니다.
438개 객실에는 주방도 마련되어 있어 편하게 머무실 수 있습니다. 객실에 딸린 전용 발코니에서 전망을 감상하실 수 있습니다. LED TV가 있어 지루하지 않게 시간을 보내실 수 있습니다. 편의 시설/서비스로는 전화 및 냉장고 등이 있으며 객실 정돈 서비스는 매일 제공됩니다."
홀리데이인스위트,평창군,"2018 평창 동계 올림픽의 주요 스키 슬로프 위치에 있는 홀리데이 인 & 스위트 알펜시아 평창에 머무르세요. 파노라마 전망, 워터파크 이용 및 독특한 활동을 즐기세요. 뛰어난 편의 시설을 찾는 두 여행자에게 완벽합니다. 사우나, 커피숍, 트렌디한 바 등 이 독점적인 숙소의 편의 시설을 즐기세요. 발코니가 있는 에어컨이 설치된 객실에서 아름다운 안뜰 또는 야외 전망을 즐기세요. 귀중품을 안전하게 보관하고, 무료 세면도구가 제공되는 샤워에서 상쾌하게 씻으세요. 근처의 용평 워터파크와 알펜시아 오션 700을 방문하세요. 대관령면, 평창군에 위치한 이 숙소는 자연의 아름다움과 평화로운 분위기를 제공하여 평화로운 휴가를 즐기기에 완벽합니다. ["
아이원리조트,평창군,"강원도 평창에 위치하고 있는 풍림 아이원리조트는 타 리조트와 달리 30평대 중대형 타입중심으로 객실이 구성 되어 있습니다.
알펜시아 및 용평리조트 초입에 위치해 있고, 고속도로와 고속철도를 포함한 교통망이 수도권에서 1~2시간 이내로 도달하는 등 전국 어디서나 접근성이 뛰어난 곳으로, 2018 평창올림픽 기간동안 미국,독일 등 올림픽 조식위원회 및 각국 VIP들로부터 호평을 받은 풍림 아이원리조트입니다.
전 평형 모두 Natural Moden과 Natural Semi Classic Style을 기본으로 자연스러운 편안함을 추구합니다. (전 객실 크린룸으로 운영)"
용평4-3차 아폴리스 콘도,평창군,"평창 용평 리조트에서의 스키 휴가. 레인보우 슬로프, 스키 시설, 드래곤 플라자, 피크 아일랜드. 산 전망으로 휴식. 돈키호테 목장 근처. 겨울 스포츠를 찾는 두 명의 여행자에게 이상적입니다. 평창군 대관령면 용평 리조트에서 두 사람을 위한 평화롭고 숨막히는 스키 여행을 경험해 보세요. 바와 스팀룸과 같은 독점적인 편의 시설을 즐기고 잊을 수 없는 숙박을 위한 맞춤형 투어를 즐기세요. 객실에는 에어컨, 가구가 비치된 발코니, 무료 Wi-Fi 및 고급 세면도구가 갖추어져 있습니다. 이용 가능 여부에 따라 정원, 산 또는 계곡의 멋진 전망을 감상하세요. 용평 워터파크와 알펜시아 오션 700과 같은 근처 명소를 놓치지 마세요. 지금 바로 용평 리조트에서 꿈의 스키 여행을 예약하세요! "
한국전통음식문화체험관(정강원),평창군,"한식 연구가 조정강 선생이 한국전통음식문화를 알리고 체험을 제공하기 위해 설립한 공간이다. 강원도 평창군 용평면에 위치한 정강원은 한국의 맛과 멋을 알리기 위해 전통한옥 체험, 전통음식 만들기 체험, 전통한정식 체험 등을 선보인다. 금당산 자락에 둘러싸이고 금당계곡이 흐르는 명당에 들어선 숙소는 전통한옥과 현대식 객실로 나뉜다. 기와를 올리고 온돌이 깔린 전통한옥에서는 금당산이 내다보여 풍광이 시원스럽다. 금당계곡이 내려다보이는 신관은 콘도형 객실이다. 전통음식 만들기 체험은 한국인은 물론 외국인에게도 인기다. 비빔밥, 고추장, 김치, 고등어쌈장 등 한국 전통음식을 손수 만들고 맛볼 수 있다. 음식에는 500여 개 장독대에서 발효된 장, 텃밭에서 키운 채소 등 정강원이 정성 들여 보관하고 기른 식재료가 들어간다. 한복을 입고 사진을 남길 수 있는 한복체험관, 옛 농기구와 주방 도구를 전시한 음식박물관도 들러볼 만하다."
베리온리조트,평창군,"베리온(BERION)리조트(RESORT)에서 '베리'는 강원도 방언으로 '언덕'을 말하며 언덕 위에 터를 잡은 리조트란 뜻이다.  베리온리조트는 가산 이효석 선생의 '메밀꽃 필 무렵'의 실제무대이며 메밀밭의 아름다운 사랑을 추억하는 첫사랑의 고향같은 봉평의 아름다운 풍경 속에 야외수영장을 비롯하여 인공폭포, 카페, 바비큐 시설, 세미나실, 노래방, 갤러리, 야외공연장 등 각종 편의시설을 갖추고 사계절 가족과 함께 편안히 쉬어갈 수 있는 공간을 만들어 가려고 한다."
휘닉스 평창 콘도,평창군,"인간의 신진대사를 가장 활발하게 해준다는 해발 700미터 청정고원에 위치한 휘닉스 평창 콘도는 국내콘도 중 최고층을 자랑하는 스카이콘도(28층)를 포함하여 콘도 3개동, 빌라 4개동으로 구성되어 있다. 또한 콘도 내에 수영장 시설과 각종 편의시설 등이 함께 있는 원스톱 시스템으로 구성되어 있으며 기후에 관계없이 동선을 유지할 수 있는 지하보도가 설치되어 있다.
블루, 그린, 오렌지동으로 구성되어 있는 메인콘도는 동양과 서양의 이미지를 절묘하게 조화시킨 건축물로 유명하다. 특히 KBS 미니시리즈 ‘가을동화’의 메인 촬영지인 빌라콘도는 국내는 물론 동남아 관광객의 발길이 끊이지 않고 있는 관광명소이다.

리조트 내의 부대시설로는 수영장, 볼링장, 당구장, 아로마 마사지, 편의점, 기념품점, 오실, 약국, 사진관 등이 마련되어 있다. 모든 편리함이 갖추어진 최신 설비와 고객의 취향을 만족시켜주는 최상의 서비스를 통해 편안하고 안락하게 지내실 수 있도록 모든 편의를 제공하고 있다. 편안한 여행의 즐거움을 마음껏 만끽하고 삶의 여유와 넉넉함을 즐기며 추억으로 간직할 소중한 시간을 만들 수 있는 격조 높은 휴식처가 될 수 있도록 휘닉스 평창 콘도는 항상 정성이 깃든 서비스를 제공하고 있다."
관광펜션 시실리(평창시실리펜션),평창군,청정지역에 위치한 깨끗하고 펜션 내 송어장이있는 아름다운 펜션이다.
솔섬마을 관광펜션,평창군,"수영장, 깡통기차, 플라잉짚와이어, 나룻배체험, 눈썰매, 얼음썰매, 주말 막걸리 무제한 서비스 등 가족들이 즐길수 있는 체험 행사들이 진행된다."
휘닉스평창 유스호스텔,평창군,"2002년에 오픈한 휘닉스 평창 유스호스텔은 지상 5층의 규모로 객실 76실을 보유하고 있으며 약 1천여 명을 수용할 수 있는 단체 수련시설이다. 객실별로 화장실 및 세면시설이 완비되어 있으며 층별 공동화장실이 별도로 구비되어 있어 쾌적한 휴식과 수련이 가능하다. 또한 전 객실이 슬로프와 가까이 있어 편리하다.
부대시설로는 수영장, 볼링장, 당구장, 아로마마사지, 편의점, 기념품점, 오락실, 약국, 사진관, 운동장 등이 마련되어 있다. 모든 편리함이 갖추어진 최신 설비와 고객의 취향을 만족시켜주는 최상의 서비스를 통해 편안하고 안락하게 지내실 수 있도록 모든 편의를 제공하고 있다. 휘닉스 평창 유스호스텔은 아름다운 자연과의 조화를 이룬 휘닉스 평창 리조트의 완벽한 시설과 시스템, 그리고 참가자들에 맞는 다양한 프로그램으로 구성되어 있다. 참가자들의 안전을 최우선으로 하는 휘닉스빌에서는 휘닉스 평창의 인프라를 최대한 활용하여 각종 목적에 맞는 프로그램들을 운영하고 있다. 고객 여러분의 안락한 휴식과 품위 유지를 위해 전 직원들이 항상 최선을 다하며 정성된 마음으로 다가가고자 끊임없이 노력하고 있다."
샬레리조트,평창군,"샬레라는 이름과 같이 아름다운 스위스의 산장을 연상시키는 유럽풍의 정통 목조 건물로 이루어져 있으며, 아름다운 전망과 고요하고 평화로운 주변환경, 그리고 3분거리에는 휘닉스파크 스키장과 잭니클라우스가 설계하였다는 골프장, 여름철 최고의 물놀이 시설인 워터파크 '블루캐니언'이 위치하고 있다.
40명 이상 수용할 수 있는 세미나실과 족구장, 바비큐장, 산책로가 준비되어 있으며 소중하고 아름다운 추억을 만들어갈 수 있는 최적의 숙소이다."
올리브뷰띠끄,평창군,해발 700m에서는 호흡하는 공기와 눈앞에 펼쳐진 자연경관이 다른 것을 느낄 수 있다. 인간의 생체리듬과 신체활동이 가장 이상적이라는 해발 700고지는 도시 생활에 지친 우리의 심신을 편안한 휴식으로 인도할 것이다. 미국의 아스펜 일본의 독가촌 등을 비롯한 세계 유수의 별장지나 장수촌이 모두 해발 700m 고지에 위치하고 있다. 가족호텔형의 올리브뷰띠끄는 상업시설 브딱올리브몰과 한 건물에 있어 더욱 편리한 여행과 휴식을 가능하게 할 것이다.
12월의왈츠펜션,평창군,"12월의왈츠펜션은 은빛 설원과 녹색의 초원과 산림이 어우러진 해발 700m의 용평에 위치하고 있다.<dr> 베란다 창을 열면 계곡소리를 들을 수 있다.<dr> 격조 높은 실내디자인과 비품들, 그리고 유럽풍의 가구들로 꾸몄다."
계방산자연농원,평창군,"계방산 자연농원은 저기압과 고기압이 만나 인체공학적으로 대기의 영향을 적게받아 인간이 살기에 가장 적합하다는 높이, 해발 700m에 위치하고 있다."
키스멧코티지,평창군,"발길이 머무는 곳을 찾아서 편안한 휴식을 원한다면, 그럼 숲속의 작은유럽 키스멧코티지로 발길을 돌리면 된다."
산내들펜션,평창군,"이름 그대로의 모습을 간직한 산내들펜션은 겉만 그럴싸한 펜션이 아니다. 휴식과 건강을 위한 배려를 수고를 결코 아끼지 않으며, 인공보다는 자연 그대로의 모습을 드리기 위해 노력하고 있다. 자연목재를 사용한 외관과 객실, 욕실과 거실등의 편의시설 등은 최소한의 소음도 차단하였으며 모든 객실에 자동 확산 소화기를 설치 하였다. 또한  대인 배상 책임보험까지 가입되어 손님분들의 건강과 안전에도 소홀함이 없다. 
평창의 자연에서 직접 채취한 신선한 야채와 산나물을 곁들인 바비큐와 직접 구운 빵으로 제공되는 산내들의 아침식사는 감히 웰빙 펜션이라고 자부한다."
플로렌스펜션,평창군,홍천에 위치한 플로렌스펜션은 넓은 풀장을 겸비해 수영을 즐길 수 있으며 월풀 욕조가 설치되어 피로에 쌓인 몸을 풀 수 있다. 또한 보드게임이 비치되어있어 게임도 즐기고 유기농 텃밭에서 나는 신선한 야채를 먹을 수 있다.
비움 펜션,평창군,"비움 펜션은 평창 금당계곡에 위치한 모던한 외관과 미니멀한 내부 디자인이 인상적인 펜션이다. 각 객실은 모두 독채형 건물이며 호텔식 침구를 사용하여 쾌적한 숙박을 제공한다. 주변에는 금당계곡, 휘닉스파크, 허브나라, 알펜시아, 대관령 양떼목장, 오대산 월정사 등의 관광지가 있다."
어름치펜션,평창군,"어름치펜션은 마하리 주민자치회가 직접 운영하는 숙박시설로, 평창 어름치마을의 대표적인 숙박지이다. 인체에 유익한 황토로 지어졌으며, 취사와 바비큐가 모두 가능하고, 주방시설, 냉장고, 욕실 등 편의시설을 모두 갖추고 있는 콘도형 펜션이다.
펜션 인근으로는 동강 레포츠 사무실과 민물고기 생태관이 근접해 있고, 앞으로는 맑은 창리천이 흐르고 있어 여름철 물놀이 및 낚시, 동강래프팅, 백운산 등반 등 다양한 체험을 즐길 수 있다."
우미정,평창군,"우미정은 울창한 송림을 뒤로 하고 있으며, 집 앞으로는 시원한 계곡물이 흐르는 경치좋은 곳에 위치하고 있다."
보궁민박,평창군,오대산에서 내려오는 물이 깨끗하며 가까운 거리에 월정사도 있고 편안하게 휴식할 수 있는 펜션이다.
채울,평창군,일상을 비우고 마음을 채울 수 있는 곳이다.<br>자연 속에 위치해있어 편안한 하루를 보낼 수 있다.
정강원 관광농원,평창군,"정강원은 강원도 평창군에 정강원은 질 좋은 목재로 지어진 한옥과 일반객실 형태의 신관, 단체이용(워크샵 등)에 좋은 별장식 별관으로 구분되어 있다. 한복대여가 가능하며 연회실, 당구대, 택구대, 축구장, 캠프파이어, 노래방 등 다양한 부대시설을 이용할 수 있다. 판관대, 봉평장터, 이효석문학관등 관광명소를 방문하기 좋은 위치이다."
가을동화펜션,평창군,"가을동화펜션은 평창 흥정계곡입구에 위치한 펜션으로, 순수 황토 벽돌집과 통나무집 2동으로 구성되어 있다. 소음없는 안락한 환경, 순수한 천연 암반수, 맑은 공기 속에서 편안한 휴식을 즐길 수 있다."
평창이야기펜션,평창군,"평창이야기펜션은 흥정계곡에 위치해 있다. 단체, 가족, 커플들에게 적합한 펜션이며 월풀스파와 복층룸을 갖추고 있다. 인근에는 휘닉스파크, 허브나라, 알펜시아, 용평리조트, 양떼목장 등의 관광지들이 있다."
벤치하우스 펜션,평창군,"벤치하우스 펜션은 흥정계곡에 위치하고 있으며, 유럽풍의 멋진 외관과 주변의 자연 경관이 인상적이다. 단체, 가족, 커플에게 적합하며 애견동반 가족들도 즐거운 휴식시간을 보낼 수 있다. 인근에는 휘닉스파크, 허브나라, 알펜시아, 용평리조트, 양떼목장 등의 관광지들이 있다."
우리민박,평창군,"'메밀 꽃 필 무렵'의 정취를 느끼며, 여름엔 흥정계곡, 금당계곡 겨울엔 스키장을 사계절 휴양관광지를 즐기수 있는 쉬어가는 쉼터, 내 집같은 편안한 곳이다."
수정펜션,평창군,"대관령면에 위치한 대관령수정펜션은 봄, 여름, 가을, 겨울의 풍부한 사계절 체험을 즐기고 편안하게 쉬어갈 수 있는 따뜻한 쉼터이다."
솔밭개울펜션,평창군,"답답한 공간을 떠나 대자연의 품속으로 떠나길 원한다면 소나무 아름다운 자연이 살아있는 곳, 솔밭개울펜션으로 가볼 수 있다. 근처 계곡에서 물놀이도 가능하다. 또한 연계 관광지로 휘닉스파크가 있다."
엔젤드림펜션,평창군,"엔젤드림펜션은 흥정계곡에 위치해있으며 가족 및 커플들에게 적합한 펜션이다. 암반수로 즐기는 월풀스파와 넓은 정원이 있으며 휘닉스파크와 6분거리에 있다. 인근에는 허브나라, 양떼목장, 알펜시아 등의 관광지가 있다."
AM호텔,평창군,"AM호텔은 동계 올림픽 기간 중 기자단 숙소였으며, 대관령면의 중심가에 위치해있다. 강원도 내륙권 뿐 아니라 강릉 동해권과도 인접한 위치이다. 전객실이 금연 객실이며, 취사가 가능한 레지던스 호텔이다. 스키장 및 주변 관광지 등이 인접해 있어 4계절 휴양 및 레저가 가능하다."
체르맛트,평창군,"한국의 알프스이며 2018 동계올림픽 개최도시인 강원도 평창에 위치한 친환경 목조주택으로 지어진 펜션이다. 전객실이 계곡을 내려다 볼 수 있어 진정한 휴식을 취할수 있다. 평창의 중심지인 진부면에 위치하고 있어 오대산, 월정사, 알펜시아리조트,용평스키장, 양떼목장,삼양목장, 허브나라등 평창의 주요관광지를 2~30분이내 갈수있고 KTX 진부역에서 약 10분정도의 거리에 있다. 영동고속도로 진부IC에서 7.7KM에 위치하고 있어 접근성이 용이하다."
베리온리조트2,평창군,"베리온리조트는 봉평의 아름다운 풍경 속에 야외수영장을 비롯하여 인공폭포, 카페, 바비큐 시설, 세미나실, 노래방, 갤러리, 야외공연장 등 각종 편의시설을 갖추고 사계절 가족과 함께 편안히 쉬어갈 수 있는 공간이다. 가까이에 휘닉스파크, 용평리조트, 웰리힐리파크, 흥정계곡, 팔석정, 금당계곡, 대관령, 오대산 등의 명소와 '메밀꽃 필 무렵'의 작가 이효석문학관이 있어 봉평의 메밀꽃 축제와 더불어 시골 장터에서 느낄 수 있는 넉넉한 인심과 흥겨운 볼거리들이 있다."
힐링하시개,평창군,"700고지 풍경이 아름다운 힐링하시개 펜션! 반려견과 함께 진정한 힐링을 원하십니까? 높은 고지의 맑은 공기를 듬뿍 마시고,몸과 마음을 편안하고 건강하게 힐링하시길 바란다."
베리온리조트1,평창군,"베리온리조트는 봉평의 아름다운 풍경 속에 야외수영장을 비롯하여 인공폭포, 카페, 바비큐 시설, 세미나실, 노래방, 갤러리, 야외공연장 등 각종 편의시설을 갖추고 사계절 가족과 함께 편안히 쉬어갈 수 있는 공간이다. 가까이에 휘닉스파크, 용평리조트, 웰리힐리파크, 흥정계곡, 팔석정, 금당계곡, 대관령, 오대산 등의 명소와 '메밀꽃 필 무렵'의 작가 이효석문학관이 있어 봉평의 메밀꽃 축제와 더불어 시골 장터에서 느낄 수 있는 넉넉한 인심과 흥겨운 볼거리들이 있다."
화이트캐빈,평창군,해발 700m 강원도 평창 휘닉스파크 앞에 위치한 화이트 캐빈은 산과 강 풍경이 아름다운 곳이다. 여름에는 시원한 계곡에서 물놀이를 즐기고 겨울에는 스릴 넘치는 스키장에서 스피드를 만끽할 수 있다. 저렴한 비용으로 실속있는 숙박이 가능하다.
가재와곰펜션,평창군,"가재와곰펜션은 강원도 평창군 흥정계곡 상류에 위치한 통나무 펜션이다. 객실은 모두 독채로, 황토방만 단층이고 나머지 방은 복층 구조다. 와동과 가재동은 1층에 온돌방, 2층에 침대방을, 곰동은 1층에 침대방, 2층에 다락방을 갖췄다. 황토방은 아궁이로 불을 지필 수 있다. 모든 객실의 테라스에선 개별 바비큐를 즐길 수 있다. 계곡 옆에 방갈로와 노래방, 족구장이 있고, 휴게실에서는 커피와 차를 무료로 제공한다."
라마다호텔&스위트평창,평창군,"라마다호텔&스위트평창은 고루포기산의 능경봉을 등지고 36,000㎡의 대지 주변으로 펼쳐지는 대관령의 아름다운 풍경을 바라보는 산자락에 위치한 호텔이다. 모든 객실에서 대관령의 아름다운 풍광을 조망할 수 있는 '라마다 평창 호텔&스위트 평창'은 호텔동 644실과 별장형 빌라동 34실로 총 678실을 갖춘 대형 호텔이다. 전 객실이 복층구조의 객실과 테라스로 구성한 것이 특징이다."
더마루,평창군,"올림픽 개,폐회식장과 도보로 5분 거리이며 4계절 관광지인 대관령 대관령면 횡계리 중심부에 위치하고 있다.<br>주변 볼거리로는 대관령 양떼목장, 삼양목장, 대관령하늘목장이 있다."
에이엠호텔,평창군,"AM호텔은 IOC 공식 지정 레지던스 호텔로 해발 700m, HAPPY 700 국내에서 가장 살기에 쾌적한 지역 평창에 위치한 레지던스 호텔이다. 천혜의 자연환경을 바탕으로 4계절 휴양, 레저, 관광이 가능한 위치에 있다. 또한 품격 있는 레스토랑 및 소규모 연회가 가능하며, 3층부터 16층 높은 층에 있는 객실은 고객의 편안함을 최우선으로 준비되어 있다. 17층 최상층에 위치한 PENTHOUSE와 ROYAL SUITE 객실은 평창의 중심지와 주변 자연경관을 한눈에 담을 수 있는 SPECIAL ROOM으로 준비되어 있다."
더화이트호텔,평창군,"더 화이트호텔은 한반도의 땅 중에서 인간의 생체리듬에 가장 적합하다는 해발고도 700m의 고지대 강원도 평창에 위치하고 있다. 우리나라 대표적인 휴양지인 휘닉스파크 단지 안에 위치하여 골프, 스키, 워터파크, 레저시설 등 4계절 다양한 즐길 거리가 있다. 
총 객실 수 518실 규모의 더 화이트호텔은 전 객실 취사가 불가능하며 최신 트렌드를 반영한 모던 인테리어의 호텔동, 가족 및 단체 이용객을 위한 개별 테라스를 보유한 테라스동, 럭셔리하고 프라이버시한 빌라동으로 구성되어 있다. 단순한 여유와 휴식을 위한 공간을 넘어 다양한 라이프 스타일을 제공하는 고품격 레저호텔로서 따뜻하고 적극적인 서비스로 최고의 편안함과 즐거움을  느낄 수 있다."
안단테 북펜션,평창군,"해발 780m의 탁 트인 전망으로 속이 후련해지고 향긋한 커피내음과 감성을 다독이는 책 & 음악이 있는 공간에서 휴식을 제공한다.
평창 명산 1,350미터 백덕산의 아름다운 사계절과 청옥산 육백 마지기 너머 솟아오르는 일출을 즐길 수 있다."
별빛나루 펜션,평창군,"별빛나루펜션은 강과 계곡, 산으로 둘러싸여 있는 펜션으로 4계절 내내 볼거리와 즐길거리가 다양하다. 친환경 소재를 사용하여 유럽식 목조주택으로 지어졌다. 펜션 바로 앞이 강이 있어 수량이 풍부하고, 민물고기와 다슬기가 많이 잡혀 낚시를 즐길 수 있다. 봄에는 철쭉과 진달래가 장관을 이루며, 가을에는 병풍처럼 둘러싸인 산의 단풍이 절경이다. 스키장과 인접하여 겨울엔 스키, 보드 등의 겨울 레저를 즐기기에도 좋다."
작은통나무집 펜션,평창군,"해발 680 고지에 자리 잡은 산속에 펜션. 펜션 앞에는 낮은 내월암 계곡이 흐르고 있으며, 펜션내부에는 수영장과 전문카페를 운영하고 있어 스페셜한 커피를 즐길 수 있는 장소가 따로 마련되어 있다. 펜션사장과 안주인이 하나하나 정성 들여 만들어 가꾸고 있다."
돈막골펜션,평창군,"돈막골펜션은 강원도 평창에 위치해 있다. 아름답고 수려한 한국의 명산과 계곡이 있는 자연테마와 최상의 시설을 갖춘 펜션으로 양떼목장, 레일바이크, 허브나라, 영화 '웰컴투동막골'촬영지등 가까운 곳에 관광 명소들이 있다. 펜션시설 내에 수영장과 어린이전용 풀장을 신축하여 사랑하는 연인과 가족, 친구들과 함께 멋진 추억여행을 위한 재미있게 즐기며 쉬어갈 수 있는 곳이다."
평창강가에서펜션,평창군,청정한 평창강이 흐르는 곳에 위치한 펜션 강가에서는 아침에는 물안개 피는 강둑길에서 아침햇살과 마주하고 저녁에는 이효석의 메밀꽃 필 무렵에서 나그네들을 비춰주던 그 달빛아래에서 가족들과 편안한 휴식을 취할 수 있는 힐링 플레이스이다. 평창강과 자연을 벗 삼아 편안한 휴식을 취하실 수 있도록 휴식공간과 아름다운 추억을 선사할 것이다.
